url,google,bing,final_status
https://johnowensservices.com/about/employment,True,True,indexed
https://johnowensservices.com/financing,True,True,indexed
https://johnowensservices.com/about/reviews,True,True,indexed
https://johnowensservices.com/belvedere,True,True,indexed
https://johnowensservices.com/bolinas,True,True,indexed
https://johnowensservices.com/corte-madera,True,True,indexed
https://johnowensservices.com/repair,True,True,indexed
https://johnowensservices.com/coupons,True,True,indexed
